,bt,transmission,ownerNo,model,modelYear,variantName,City,Insurance Validity,Fuel Type,Kms Driven,Seating Capacity,Mileage,price,Age_of_the_Car
1048,Hatchback,Manual,1,Honda Jazz,2016,1.2 S i VTEC,Chennai,Comprehensive,Petrol,65768.0,5,29.0,580000,8
1049,Hatchback,Manual,2,Honda Jazz,2016,1.2 VX i VTEC,Chennai,Comprehensive,Petrol,61000.0,5,29.0,530000,8
1050,Hatchback,Automatic,1,Maruti Celerio,2017,ZXI AT Optional,Chennai,Comprehensive,Petrol,102958.0,5,29.0,420000,7
1051,Sedan,Manual,1,Toyota Corolla Altis,2013,Diesel D4DG,Chennai,Comprehensive,Diesel,62900.0,5,29.0,775000,11
1052,Hatchback,Manual,2,Maruti Wagon R,2015,VXI BS IV,Chennai,Comprehensive,Petrol,65076.0,5,29.0,395000,9
1053,Hatchback,Manual,1,Maruti Baleno,2016,1.2 Delta,Chennai,Comprehensive,Petrol,75876.0,5,29.0,533000,8
1054,Hatchback,Manual,1,Hyundai i20,2015,Asta 1.2,Chennai,Third Party insurance,Petrol,98911.0,5,29.0,547000,9
1055,Hatchback,Manual,1,Maruti Celerio,2015,VXI,Chennai,Comprehensive,Petrol,45000.0,5,29.0,395000,9
1056,Sedan,Automatic,1,Hyundai Verna,2017,1.6 CRDI AT SX Option,Chennai,Third Party,Diesel,76089.0,5,29.0,908000,7
1057,Hatchback,Manual,2,Hyundai Grand i10,2017,1.2 Kappa Sportz BSIV,Chennai,Third Party,Petrol,54505.0,5,29.0,521000,7
1058,Sedan,Manual,1,Maruti Swift Dzire,2016,VXI,Chennai,Zero Dep,Petrol,96573.0,5,29.0,507000,8
1059,Hatchback,Manual,2,Hyundai Grand i10,2016,Asta Option,Chennai,Comprehensive,Petrol,63720.0,5,29.0,528000,8
1060,Hatchback,Manual,1,Maruti Alto 800,2021,VXI BSVI,Chennai,Comprehensive,Petrol,14411.0,5,29.0,435000,3
1061,SUV,Automatic,1,Volkswagen Taigun,2022,1.0 TSI Highline AT BSVI,Chennai,Comprehensive,Petrol,11000.0,5,29.0,1490000,2
1062,SUV,Manual,1,Honda WR-V,2017,i-VTEC S,Chennai,Comprehensive,Petrol,34392.0,5,29.0,625000,7
1063,Hatchback,Manual,1,Hyundai Grand i10 Nios,2022,Sportz,Chennai,Third Party insurance,Petrol,20000.0,5,29.0,690000,2
1064,SUV,Manual,1,Kia Sonet,2022,GTX Plus Turbo iMT BSVI,Chennai,Third Party insurance,Petrol,10000.0,5,29.0,1350000,2
1065,Hatchback,Automatic,1,Toyota Glanza,2019,V CVT,Chennai,Comprehensive,Petrol,47000.0,5,29.0,790000,5
1066,Hatchback,Manual,2,Maruti Alto K10,2014,VXI,Chennai,Comprehensive,Petrol,60333.0,5,29.0,270000,10
1067,Sedan,Manual,2,Honda Civic,2010,1.8 S MT,Chennai,Comprehensive,Petrol,51800.0,5,29.0,425000,14
1068,Hatchback,Manual,2,Hyundai Grand i10,2016,Asta Option,Chennai,Comprehensive,Petrol,32797.0,5,29.0,528000,8
1069,Hatchback,Manual,1,Hyundai Grand i10,2016,Asta Option,Chennai,Comprehensive,Petrol,69731.0,5,29.0,511000,8
1070,Sedan,Manual,2,Honda City,2016,i VTEC V,Chennai,Comprehensive,Petrol,54000.0,5,29.0,625000,8
1071,Hatchback,Manual,2,Nissan Micra Active,2016,XV Petrol,Chennai,Comprehensive,Petrol,110267.0,5,29.0,327000,8
1072,SUV,Manual,2,Honda WR-V,2018,i-VTEC VX,Chennai,Comprehensive,Petrol,45677.0,5,29.0,640000,6
1073,Hatchback,Manual,1,Maruti Celerio,2017,ZXI,Chennai,Comprehensive,Petrol,66656.0,5,29.0,449000,7
1074,Sedan,Manual,1,Honda Amaze,2019,S Diesel,Chennai,Comprehensive,Diesel,27000.0,5,29.0,725000,5
1075,Hatchback,Manual,1,Renault KWID,2021,1.0 RXT Opt,Chennai,Comprehensive,Petrol,37004.0,5,29.0,495000,3
1076,Hatchback,Manual,2,Hyundai i10,2011,Magna,Chennai,Comprehensive,Petrol,85274.0,5,29.0,271000,13
1077,SUV,Manual,2,Hyundai Creta,2017,1.6 CRDi SX,Chennai,Third Party insurance,Diesel,60000.0,5,29.0,940000,7
1078,Sedan,Manual,1,Honda City,2017,V MT,Chennai,Comprehensive,Petrol,42000.0,5,29.0,799000,7
1079,Sedan,Manual,2,Hyundai Verna,2015,1.6 SX VTVT (O),Chennai,Third Party insurance,Petrol,60000.0,5,29.0,585000,9
1080,SUV,Manual,2,Hyundai Creta,2020,SX Opt Diesel BSVI,Chennai,Third Party,Diesel,55037.0,5,29.0,1445000,4
1081,Hatchback,Manual,1,Hyundai Santro,2018,Magna BSIV,Chennai,Zero Dep,Petrol,65607.0,5,29.0,451000,6
1082,Hatchback,Manual,1,Hyundai i20,2016,Asta Option 1.2,Chennai,Comprehensive,Petrol,74777.0,5,29.0,631000,8
1083,Sedan,Manual,2,Toyota Etios,2012,G,Chennai,Comprehensive,Petrol,102392.0,5,29.0,411000,12
1084,Sedan,Manual,1,Skoda Rapid,2015,1.5 TDI Ambition Plus,Chennai,Comprehensive,Diesel,90210.0,5,29.0,500000,9
1085,Sedan,Manual,1,Maruti Swift Dzire,2014,VXI,Chennai,Third Party,Petrol,62373.0,5,29.0,488000,10
1086,Sedan,Manual,1,Tata Zest,2015,Quadrajet 1.3 75PS XE,Chennai,Third Party insurance,Diesel,80000.0,5,29.0,460000,9
1087,Hatchback,Manual,3,Maruti Swift,2014,VDI BSIV,Chennai,Third Party,Diesel,64409.0,5,29.0,508000,10
1088,SUV,Manual,1,Tata Nexon,2018,1.5 Revotorq XZ Plus,Chennai,Comprehensive,Diesel,52000.0,5,29.0,865000,6
1089,Sedan,Automatic,2,Maruti Ciaz,2018,Alpha Automatic BSIV,Chennai,Comprehensive,Petrol,30000.0,5,29.0,855000,6
1090,Sedan,Automatic,1,Mercedes-Benz S-Class,2020,S 350 d,Chennai,Comprehensive,Diesel,14000.0,5,29.0,0,4
1091,SUV,Manual,1,Hyundai Venue,2019,S Diesel BSIV,Chennai,Comprehensive,Diesel,48574.0,5,29.0,925000,5
1092,Sedan,Automatic,1,Honda City,2012,1.5 V AT,Chennai,Comprehensive,Petrol,71423.0,5,29.0,510000,12
1093,Hatchback,Manual,1,Maruti Wagon R,2013,VXI BS IV,Chennai,Comprehensive,Petrol,75498.0,5,29.0,350000,11
1094,Sedan,Manual,1,Honda City,2017,i VTEC S,Chennai,Third Party insurance,Petrol,95963.0,5,29.0,630000,7
1095,Hatchback,Manual,1,Maruti Wagon R,2015,VXI BS IV,Chennai,Comprehensive,Petrol,46613.0,5,29.0,410000,9
1096,SUV,Manual,1,Honda WR-V,2017,i-VTEC VX,Chennai,Third Party insurance,Petrol,30000.0,5,29.0,725000,7
1097,Hatchback,Manual,1,Maruti Celerio,2021,VXI BSVI,Chennai,Third Party,Petrol,20875.0,5,29.0,503000,3
1098,Hatchback,Manual,2,Renault KWID,2018,RXL,Chennai,Third Party,Petrol,46436.0,5,29.0,309000,6
1099,SUV,Manual,1,Hyundai Venue,2021,S Plus,Chennai,Third Party,Petrol,12814.0,5,29.0,841000,3
1100,Hatchback,Manual,1,Hyundai i10,2011,Magna,Chennai,Comprehensive,Petrol,45851.0,5,29.0,288000,13
1101,Hatchback,Automatic,1,Volkswagen Polo,2018,GT TSI,Chennai,Comprehensive,Petrol,35000.0,5,29.0,844999,6
1102,Hatchback,Manual,2,Maruti Wagon R,2016,VXI BS IV,Chennai,Comprehensive,Petrol,48163.0,5,29.0,400000,8
1103,Sedan,Manual,3,Maruti Swift Dzire,2013,VXI,Chennai,Third Party insurance,Petrol,40000.0,5,29.0,425000,11
1104,Hatchback,Manual,1,Volkswagen Polo,2020,1.0 MPI Comfortline,Chennai,Third Party insurance,Petrol,20000.0,5,29.0,750000,4
1105,Hatchback,Manual,1,Hyundai i10,2013,Sportz,Chennai,Comprehensive,Petrol,112711.0,5,29.0,310000,11
1106,Hatchback,Automatic,2,Maruti Celerio,2016,VXI AMT,Chennai,Comprehensive,Petrol,65895.0,5,29.0,437000,8
1107,Hatchback,Manual,1,Maruti Swift,2015,ZDI BSIV,Chennai,Third Party insurance,Diesel,107595.0,5,29.0,560000,9
1108,Hatchback,Manual,1,Maruti Ignis,2017,1.2 Zeta BSIV,Chennai,Comprehensive,Petrol,23838.0,5,29.0,532000,7
1109,Hatchback,Manual,1,Maruti Alto K10,2015,VXI,Chennai,Third Party,Petrol,28975.0,5,29.0,323000,9
1110,SUV,Manual,1,Honda WR-V,2018,i-VTEC VX,Chennai,Third Party insurance,Petrol,30742.0,5,29.0,770000,6
1111,Hatchback,Manual,1,Maruti S-Presso,2022,VXI Plus 2019-2022,Chennai,Comprehensive,Petrol,10363.0,5,29.0,492000,2
1112,Sedan,Manual,1,Honda City,2015,i VTEC V,Chennai,Third Party insurance,Petrol,100000.0,5,29.0,650000,9
1113,Sedan,Manual,1,Honda City,2016,i VTEC V,Chennai,Comprehensive,Petrol,75555.0,5,29.0,633000,8
1114,SUV,Manual,2,Hyundai Creta,2018,1.6 SX,Chennai,Third Party insurance,Petrol,60929.0,5,29.0,982000,6
1115,SUV,Automatic,2,BMW X5,2009,xDrive 30d,Chennai,Comprehensive,Diesel,78000.0,5,29.0,1350000,15
1116,SUV,Manual,1,Maruti Vitara Brezza,2017,ZDi Plus,Chennai,Third Party insurance,Diesel,120000.0,5,29.0,900000,7
1117,Sedan,Manual,1,Honda Amaze,2014,S i-Dtech,Chennai,Comprehensive,Diesel,143185.0,5,29.0,370000,10
1118,Sedan,Manual,1,Maruti Ciaz,2017,1.4 Alpha,Chennai,Comprehensive,Petrol,115434.0,5,29.0,620000,7
1119,Hatchback,Manual,1,Maruti Ignis,2018,Delta BSVI,Chennai,Third Party insurance,Petrol,43000.0,5,29.0,480000,6
1120,Hatchback,Manual,1,Honda Brio,2015,1.2 VX MT,Chennai,Third Party insurance,Petrol,63309.0,5,29.0,430000,9
1121,Hatchback,Manual,1,Maruti Swift,2015,ZDI BSIV,Chennai,Third Party insurance,Diesel,150000.0,5,29.0,500000,9
1122,Hatchback,Manual,1,Maruti Baleno,2019,Alpha,Chennai,Third Party insurance,Petrol,39386.0,5,29.0,790000,5
1123,Hatchback,Automatic,1,Maruti Baleno,2017,1.2 CVT Zeta,Chennai,Comprehensive,Petrol,61829.0,5,29.0,702000,7
1124,Hatchback,Manual,1,Maruti Alto K10,2014,VXI,Chennai,Comprehensive,Petrol,83901.0,5,29.0,290000,10
1125,Hatchback,Manual,1,Maruti Celerio,2014,VXI,Chennai,Third Party insurance,Petrol,33295.0,5,29.0,383000,10
1126,Hatchback,Manual,1,Maruti Celerio,2015,VXI,Chennai,Comprehensive,Petrol,33610.0,5,29.0,411000,9
1127,Sedan,Manual,1,Maruti Ciaz,2014,ZDi,Chennai,Comprehensive,Diesel,95600.0,5,29.0,615000,10
1128,Hatchback,Manual,1,Tata Tiago,2018,1.2 Revotron XZ,Chennai,Comprehensive,Petrol,20960.0,5,29.0,515000,6
1129,Hatchback,Manual,2,Hyundai i20,2015,Sportz 1.2,Chennai,Third Party insurance,Petrol,85105.0,5,29.0,507000,9
1130,Hatchback,Manual,2,Hyundai EON,2016,Sportz,Chennai,Third Party,Petrol,44519.0,5,29.0,322000,8
1131,Hatchback,Manual,1,Maruti Baleno,2017,1.2 Delta,Chennai,Comprehensive,Petrol,54024.0,5,29.0,575000,7
1132,Hatchback,Manual,1,Maruti Baleno,2020,Zeta,Chennai,Comprehensive,Petrol,20027.0,5,29.0,850000,4
1133,Sedan,Manual,1,Honda Amaze,2013,VX i-DTEC,Chennai,Comprehensive,Diesel,67905.0,5,29.0,425000,11
1134,Hatchback,Manual,1,Maruti Baleno,2017,Zeta,Chennai,Third Party insurance,Petrol,62604.0,5,29.0,650000,7
1135,Sedan,Manual,1,Honda Amaze,2014,VX i-DTEC,Chennai,Comprehensive,Diesel,105781.0,5,29.0,450000,10
1136,Sedan,Manual,1,Maruti Ciaz,2017,1.4 Zeta,Chennai,Third Party insurance,Petrol,68724.0,5,29.0,720000,7
1137,Hatchback,Automatic,1,Maruti Celerio,2014,VXI AT,Chennai,Comprehensive,Petrol,67000.0,5,29.0,425000,10
1138,Hatchback,Manual,2,Hyundai i10,2010,Sportz 1.2,Chennai,Comprehensive,Petrol,110273.0,5,29.0,235000,14
1139,Hatchback,Automatic,2,Maruti Celerio,2016,VXI AT,Chennai,Comprehensive,Petrol,65628.0,5,29.0,437000,8
1140,Hatchback,Manual,1,Volkswagen Polo,2014,1.2 MPI Highline,Chennai,Third Party insurance,Petrol,106075.0,5,29.0,410000,10
1141,Hatchback,Manual,1,Maruti Ignis,2022,Alpha BSVI,Chennai,Comprehensive,Petrol,6023.0,5,29.0,731000,2
1142,Hatchback,Manual,2,Tata Tiago,2018,1.2 Revotron XZ,Chennai,Comprehensive,Petrol,38999.0,5,29.0,502000,6
1143,Hatchback,Manual,2,Maruti Alto K10,2011,2010-2014 VXI,Chennai,Comprehensive,Petrol,58747.0,5,29.0,222000,13
1144,SUV,Manual,2,Ford Ecosport,2015,1.5 DV5 MT Titanium Optional,Chennai,Comprehensive,Diesel,106360.0,5,29.0,529000,9
1145,SUV,Manual,1,Toyota Urban cruiser,2021,Premium,Chennai,Comprehensive,Petrol,26000.0,5,29.0,975000,3
1146,SUV,Automatic,1,Kia Seltos,2020,HTX IVT,Chennai,Comprehensive,Petrol,25000.0,5,29.0,1450000,4
1147,Hatchback,Manual,1,Maruti Swift,2020,LXI,Chennai,Comprehensive,Petrol,57000.0,5,29.0,595000,4
1148,SUV,Manual,1,Hyundai Creta,2017,1.6 VTVT E Plus,Chennai,Third Party insurance,Petrol,49000.0,5,29.0,767000,7
1149,Hatchback,Automatic,3,Hyundai i10,2014,Sportz AT,Chennai,Third Party insurance,Petrol,40000.0,5,29.0,335000,10
1150,Hatchback,Manual,1,Tata Tiago,2022,XT BSVI,Chennai,Third Party,Petrol,8848.0,5,29.0,649000,2
1151,Sedan,Manual,1,Skoda Rapid,2021,1.0 TSI Monte Carlo,Chennai,Third Party,Petrol,34628.0,5,29.0,1110000,3
1152,Hatchback,Manual,1,Maruti Ignis,2022,Zeta BSVI,Chennai,Third Party,Petrol,8579.0,5,29.0,672000,2
1153,Sedan,Manual,1,Honda City,2017,i VTEC V,Chennai,Third Party insurance,Petrol,40021.0,5,29.0,795000,7
1154,Hatchback,Manual,2,Hyundai i20,2017,Sportz 1.2,Chennai,Comprehensive,Petrol,46946.0,5,29.0,587000,7
1155,Hatchback,Automatic,1,Honda Jazz,2019,VX CVT,Chennai,Comprehensive,Petrol,30772.0,5,29.0,807000,5
1156,Sedan,Manual,1,Maruti Swift Dzire,2017,VDI,Chennai,Comprehensive,Diesel,31000.0,5,29.0,760000,7
1157,Hatchback,Manual,2,Maruti Baleno,2020,Delta,Chennai,Third Party insurance,Petrol,20000.0,5,29.0,650000,4
1158,Hatchback,Automatic,1,Maruti S-Presso,2020,VXI Plus AT 2019-2022,Chennai,Third Party insurance,Petrol,31137.0,5,29.0,520000,4
1159,Sedan,Manual,1,Maruti Swift Dzire,2011,ZDi,Chennai,Third Party insurance,Diesel,90000.0,5,29.0,350000,13
1160,SUV,Manual,1,Hyundai Creta,2015,1.6 SX,Chennai,Comprehensive,Petrol,77000.0,5,29.0,875000,9
1161,Hatchback,Manual,1,Datsun RediGO,2018,T Option,Chennai,Third Party insurance,Petrol,28733.0,5,29.0,302000,6
1162,Sedan,Manual,1,Tata Tigor,2022,XZ Plus BSVI,Chennai,Comprehensive,Petrol,60431.0,5,29.0,722000,2
1163,Hatchback,Manual,1,Maruti Celerio X,2018,ZXI Option BSIV,Chennai,Comprehensive,Petrol,53269.0,5,29.0,463000,6
1164,Sedan,Manual,2,Honda Amaze,2019,S Petrol BSIV,Chennai,Third Party insurance,Petrol,37778.0,5,29.0,627000,5
1165,Hatchback,Manual,1,Maruti Baleno,2017,1.2 Delta,Chennai,Third Party insurance,Petrol,54024.0,5,29.0,575000,7
1166,Hatchback,Automatic,1,Maruti Celerio X,2018,AMT ZXI BSIV,Chennai,Comprehensive,Petrol,89329.0,5,29.0,477000,6
1167,Hatchback,Manual,2,Tata Tiago,2019,1.2 Revotron XZ,Chennai,Third Party insurance,Petrol,40000.0,5,29.0,500000,5
1168,Hatchback,Manual,1,Maruti Swift,2017,ZXI,Chennai,Comprehensive,Petrol,17000.0,5,29.0,650000,7
1169,Hatchback,Manual,1,Maruti Ignis,2017,1.2 Delta BSIV,Chennai,Comprehensive,Petrol,83887.0,5,29.0,455000,7
1170,Hatchback,Manual,1,Hyundai i20 Active,2015,1.4 S,Chennai,Third Party insurance,Diesel,150000.0,5,29.0,475000,9
1171,Hatchback,Automatic,1,Maruti Celerio,2016,ZXI AT,Chennai,Comprehensive,Petrol,34000.0,5,29.0,485000,8
1172,Hatchback,Manual,1,Maruti Celerio,2017,ZXI Optional,Chennai,Comprehensive,Petrol,29973.0,5,29.0,460000,7
1173,Sedan,Manual,1,Honda City,2021,VX MT,Chennai,Third Party insurance,Petrol,30000.0,5,29.0,1265000,3
1174,Hatchback,Manual,2,Hyundai i20 Active,2016,1.4 S,Chennai,Comprehensive,Diesel,80805.0,5,29.0,567000,8
1175,Hatchback,Manual,1,Tata Tiago,2020,XZ Plus,Chennai,Comprehensive,Petrol,26235.0,5,29.0,619000,4
1176,Sedan,Manual,0,Honda City,2017,i VTEC S,Chennai,Third Party insurance,Petrol,95963.0,5,29.0,630000,7
1177,SUV,Manual,1,Hyundai Creta,2018,1.6 E Plus,Chennai,Comprehensive,Petrol,83294.0,5,29.0,835000,6
1178,Hatchback,Manual,1,Maruti Baleno,2019,1.2 Alpha,Chennai,Comprehensive,Petrol,102696.0,5,29.0,635000,5
1179,Hatchback,Manual,2,Hyundai i20,2019,Magna Plus Diesel,Chennai,Comprehensive,Diesel,57206.0,5,29.0,635000,5
1180,Hatchback,Manual,1,Hyundai i20,2017,Asta 1.2,Chennai,Comprehensive,Petrol,81829.0,5,29.0,657000,7
1181,Hatchback,Manual,2,Maruti Celerio,2014,VXI,Chennai,Third Party,Petrol,54395.0,5,29.0,390000,10
1182,Sedan,Manual,1,Tata Tigor,2019,1.05 Revotorq XZ,Chennai,Third Party insurance,Diesel,50000.0,5,29.0,620000,5
1183,Hatchback,Manual,1,Hyundai i20,2015,Asta Option 1.2,Chennai,Comprehensive,Petrol,36000.0,5,29.0,590000,9
1184,Sedan,Manual,1,Honda Amaze,2016,S Petrol BSIV,Chennai,Comprehensive,Petrol,49617.0,5,29.0,490000,8
1185,Sedan,Manual,1,Toyota Etios,2016,VX,Chennai,Comprehensive,Petrol,57782.0,5,29.0,620000,8
1186,Sedan,Automatic,3,BMW 5 Series,2008,530d Highline,Chennai,Third Party insurance,Diesel,110000.0,5,29.0,680000,16
1187,Hatchback,Manual,2,Honda Jazz,2018,1.2 V i VTEC,Chennai,Third Party,Petrol,22066.0,5,29.0,594000,6
1188,Hatchback,Manual,1,Hyundai i20,2016,Magna 1.2,Chennai,Comprehensive,Petrol,65707.0,5,29.0,536000,8
1189,Hatchback,Manual,1,Maruti Celerio,2015,ZXI,Chennai,Third Party insurance,Petrol,89488.0,5,29.0,365000,9
1190,Hatchback,Automatic,2,Maruti Ignis,2017,1.2 AMT Zeta BSIV,Chennai,Comprehensive,Petrol,88663.0,5,29.0,544000,7
1191,Hatchback,Manual,1,Tata Tiago,2020,XZ Plus,Chennai,Comprehensive,Petrol,31679.0,5,29.0,566000,4
1192,Hatchback,Manual,1,Hyundai Grand i10,2013,Asta,Chennai,Comprehensive,Petrol,68178.0,5,29.0,420000,11
1193,Sedan,Manual,2,Honda City,2017,i VTEC V,Chennai,Comprehensive,Petrol,61279.0,5,29.0,748000,7
1194,Sedan,Manual,1,Honda Amaze,2021,VX Petrol,Chennai,Comprehensive,Petrol,8963.0,5,29.0,880000,3
1195,Sedan,Manual,1,Maruti Swift Dzire,2017,VXI 1.2,Chennai,Third Party insurance,Petrol,80281.0,5,29.0,616000,7
1196,Sedan,Manual,1,Volkswagen Vento,2018,1.6 Comfortline,Chennai,Comprehensive,Petrol,65224.0,5,29.0,725000,6
1197,Hatchback,Manual,1,Maruti Ritz,2010,ZXI,Chennai,Third Party insurance,Petrol,120000.0,5,29.0,275000,14
1198,Hatchback,Manual,1,Maruti Swift,2017,VXI,Chennai,Comprehensive,Petrol,100526.0,5,29.0,510000,7
1199,Hatchback,Manual,1,Maruti Swift,2021,ZXI Plus,Chennai,Comprehensive,Petrol,17273.0,5,29.0,817000,3
1200,SUV,Manual,1,Maruti SX4 S Cross,2018,DDiS 200 Delta,Chennai,Third Party insurance,Diesel,107737.0,5,29.0,850000,6
1201,SUV,Manual,2,Ford Ecosport,2016,1.5 Ti VCT MT Ambiente BSIV,Chennai,Comprehensive,Petrol,111586.0,5,29.0,539000,8
1202,Hatchback,Automatic,2,Maruti Baleno,2017,1.2 CVT Delta,Chennai,Third Party,Petrol,73369.0,5,29.0,538000,7
1203,Hatchback,Manual,1,Maruti Alto,2012,LXi,Chennai,Comprehensive,Petrol,63697.0,5,29.0,235000,12
1204,Hatchback,Manual,1,Hyundai i20,2018,1.2 Asta Option,Chennai,Comprehensive,Petrol,45224.0,5,29.0,666000,6
1205,Hatchback,Manual,2,Maruti Wagon R,2016,VXI Optional,Chennai,Third Party,Petrol,49124.0,5,29.0,413000,8
1206,Sedan,Manual,1,Maruti Swift Dzire,2016,VXI,Chennai,Comprehensive,Petrol,96861.0,5,29.0,505000,8
1207,Hatchback,Manual,2,Hyundai i10,2009,Sportz 1.2,Chennai,Comprehensive,Petrol,64636.0,5,29.0,300000,15
1208,Sedan,Automatic,1,Audi A6,2014,35 TDI Premium,Chennai,Third Party insurance,Diesel,134000.0,5,29.0,890000,10
1209,SUV,Automatic,1,Renault Kiger,2022,RXT AMT,Chennai,Comprehensive,Petrol,14118.0,5,29.0,810000,2
1210,SUV,Automatic,2,Ford Ecosport,2018,1.5 Petrol Trend Plus AT BSIV,Chennai,Comprehensive,Petrol,36000.0,5,29.0,725000,6
1211,SUV,Manual,1,Kia Seltos,2019,HTK Plus G,Chennai,Third Party insurance,Petrol,50000.0,5,29.0,1050000,5
1212,SUV,Manual,1,Toyota Urban cruiser,2021,High,Chennai,Third Party insurance,Petrol,30000.0,5,29.0,1000000,3
1213,Sedan,Automatic,1,Skoda Rapid,2018,1.6 MPI AT Style BSIV,Chennai,Third Party insurance,Petrol,29000.0,5,29.0,850000,6
1214,Hatchback,Manual,2,Hyundai i20,2014,Asta 1.2,Chennai,Third Party insurance,Petrol,55940.0,5,29.0,508000,10
1215,Sedan,Manual,2,Honda City,2018,i-DTEC ZX,Chennai,Third Party,Diesel,115915.0,5,29.0,851000,6
1216,Hatchback,Automatic,1,Renault KWID,2022,1.0 RXT AMT,Chennai,Comprehensive,Petrol,1000.0,5,29.0,625000,2
1217,Hatchback,Manual,1,Hyundai i10,2014,Magna 1.1L,Chennai,Comprehensive,Petrol,87780.0,5,29.0,335000,10
1218,Hatchback,Manual,1,Hyundai i20,2015,Sportz 1.2,Chennai,Comprehensive,Petrol,118921.0,5,29.0,445000,9
1219,Hatchback,Manual,1,Maruti Baleno,2016,1.2 Alpha,Chennai,Comprehensive,Petrol,38514.0,5,29.0,630000,8
1220,Sedan,Manual,2,Maruti Swift Dzire,2016,VXI,Chennai,Comprehensive,Petrol,74401.0,5,29.0,527000,8
1221,SUV,Automatic,1,Hyundai Creta,2020,SX Opt Turbo Dualtone BSVI,Chennai,Third Party insurance,Petrol,40000.0,5,29.0,1320000,4
1222,Hatchback,Manual,1,Maruti Swift,2022,ZXI Plus,Chennai,Comprehensive,Petrol,9000.0,5,29.0,860000,2
1223,SUV,Manual,1,Hyundai Creta,2017,1.6 VTVT E Plus,Chennai,Third Party insurance,Petrol,50000.0,5,29.0,766000,7
1224,Sedan,Manual,1,Maruti Swift Dzire,2020,VXI BSVI,Chennai,Third Party insurance,Petrol,40000.0,5,29.0,610000,4
1225,Sedan,Automatic,3,Skoda Rapid,2015,1.5 TDI AT Elegance,Chennai,Third Party insurance,Diesel,80000.0,5,29.0,475000,9
1226,Hatchback,Manual,2,Hyundai Grand i10,2014,Asta,Chennai,Third Party insurance,Petrol,82000.0,5,29.0,390000,10
1227,Sedan,Automatic,1,Hyundai Aura,2020,SX Plus AMT,Chennai,Comprehensive,Petrol,32947.0,5,29.0,680000,4
1228,Hatchback,Manual,1,Hyundai i20,2016,Asta Option 1.2,Chennai,Comprehensive,Petrol,34460.0,5,29.0,614000,8
1229,Sedan,Manual,1,Maruti Swift Dzire,2010,ZXi,Chennai,Comprehensive,Petrol,33886.0,5,29.0,340000,14
1230,Hatchback,Manual,2,Hyundai i20 Active,2016,1.2 SX,Chennai,Third Party insurance,Petrol,57910.0,5,29.0,558000,8
1231,Sedan,Automatic,1,Honda City,2017,ZX CVT,Chennai,Comprehensive,Petrol,60000.0,5,29.0,950000,7
1232,Hatchback,Manual,1,Maruti Swift,2021,VXI,Chennai,Third Party,Petrol,48979.0,5,29.0,710000,3
1233,SUV,Manual,1,Ford Ecosport,2016,1.5 TDCi Titanium BSIV,Chennai,Comprehensive,Diesel,106165.0,5,29.0,684000,8
1234,Hatchback,Manual,1,Datsun RediGO,2018,T Option,Chennai,Third Party,Petrol,91261.0,5,29.0,309000,6
1235,Hatchback,Manual,1,Maruti Celerio,2018,ZXI,Chennai,Comprehensive,Petrol,36711.0,5,29.0,500000,6
1236,Hatchback,Manual,0,Maruti Baleno,2018,1.2 Delta,Chennai,Third Party insurance,Petrol,30428.0,5,29.0,650000,6
1237,Hatchback,Manual,1,Renault KWID,2018,1.0 RXL,Chennai,Comprehensive,Petrol,49791.0,5,29.0,360000,6
1238,Sedan,Manual,2,Hyundai Xcent,2014,1.2 Kappa SX Option,Chennai,Third Party insurance,Petrol,40000.0,5,29.0,450000,10
1239,Hatchback,Automatic,2,Maruti Baleno,2018,1.2 CVT Delta,Chennai,Third Party insurance,Petrol,50000.0,5,29.0,660000,6
1240,SUV,Manual,1,Maruti Vitara Brezza,2019,ZDi,Chennai,Third Party insurance,Diesel,60000.0,5,29.0,950000,5
1241,Hatchback,Manual,2,Maruti Wagon R,2014,VXI BS IV,Chennai,Third Party insurance,Petrol,107158.0,5,29.0,361000,10
1242,Hatchback,Manual,1,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,Chennai,Third Party insurance,Petrol,90811.0,5,29.0,549000,5
1243,Hatchback,Manual,3,Ford Figo,2012,Petrol Titanium,Chennai,Comprehensive,Petrol,76454.0,5,29.0,210000,12
1244,Hatchback,Manual,1,Maruti Swift,2021,VXI,Chennai,Third Party,Petrol,57464.0,5,29.0,704000,3
1245,Sedan,Manual,1,Honda Amaze,2019,V Petrol BSIV,Chennai,Comprehensive,Petrol,95072.0,5,29.0,729000,5
1246,Hatchback,Manual,2,Hyundai i20,2018,1.2 Asta Option,Chennai,Third Party,Petrol,56028.0,5,29.0,619000,6
1247,Sedan,Manual,1,Honda City,2017,i VTEC S,Chennai,Third Party insurance,Petrol,60000.0,5,29.0,725000,7
1248,Hatchback,Manual,1,Hyundai Grand i10 Nios,2020,Sportz,Chennai,Zero Dep,Petrol,36460.0,5,29.0,621000,4
1249,Sedan,Manual,1,Honda Amaze,2020,S Petrol BSIV,Chennai,Zero Dep,Petrol,103249.0,5,29.0,685000,4
1250,Sedan,Manual,1,Honda City,2021,V MT,Chennai,Third Party insurance,Petrol,45568.0,5,29.0,950000,3
1251,Sedan,Manual,1,Skoda Rapid,2013,1.6 TDI Ambition,Chennai,Comprehensive,Diesel,100521.0,5,29.0,410000,11
